Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-October-2020,2299.00,2325.00,2269.85,2314.95,2306.116743916570104287,24164,2219,55725005.00,6550,27.11,55.15,15.95
13-October-2020,2273.25,2311.75,2270.75,2277.85,2291.267515322960867515,10605,813,24298892.00,1079,10.17,41.00,4.60
12-October-2020,2299.45,2313.75,2261.40,2278.20,2289.121686802333593642,21769,1177,49831890.00,4766,21.89,52.35,-21.25
9-October-2020,2331.25,2343.65,2292.80,2299.45,2312.294987922705314009,16560,1292,38291605.00,4432,26.76,50.85,-31.80
8-October-2020,2369.00,2369.00,2305.55,2329.55,2328.402569868294249919,15565,1569,36241586.00,2777,17.84,63.45,-39.45
7-October-2020,2332.00,2353.45,2305.25,2347.35,2339.654680656004889477,9817,854,22968390.00,1320,13.45,48.20,15.35
6-October-2020,2360.00,2417.30,2315.50,2328.20,2357.073589337935663262,20859,2036,49166198.00,4436,21.27,101.80,-31.80
5-October-2020,2382.00,2396.00,2347.75,2376.05,2370.387119153610452679,17297,1018,41000586.00,1229,7.11,48.25,-5.95
1-October-2020,2355.00,2388.55,2347.05,2365.95,2362.264233476864192468,14631,1320,34562288.00,3369,23.03,41.50,10.95
30-September-2020,2390.00,2437.75,2340.00,2345.00,2389.595561918396564065,19558,1666,46735710.00,3166,16.19,97.75,-45.00
29-September-2020,2449.00,2449.00,2367.00,2371.30,2397.163779887138337084,30657,2450,73489850.00,5910,19.28,82.00,-77.70
28-September-2020,2343.95,2457.50,2330.00,2423.45,2411.738955940090155591,34385,2916,82927644.00,5224,15.19,127.50,79.50
25-September-2020,2270.00,2327.50,2269.00,2313.80,2301.147540983606557377,15311,1374,35232870.00,3253,21.25,58.50,43.80
24-September-2020,2321.00,2321.00,2236.60,2264.85,2278.210037731328981254,16697,1951,38039273.00,4440,26.59,84.40,-56.15
23-September-2020,2324.85,2347.90,2292.70,2316.40,2320.471472521325688714,14302,1443,33187383.00,2566,17.94,55.20,-8.45
22-September-2020,2300.00,2319.35,2264.50,2306.95,2290.525947150588984399,25128,2330,57556336.00,6520,25.95,54.85,6.95
21-September-2020,2359.00,2363.05,2292.00,2310.45,2330.057741335354509749,14513,1367,33816128.00,1326,9.14,71.05,-48.55
18-September-2020,2401.05,2421.95,2348.95,2360.10,2386.986926692237048241,18511,1997,44185515.00,4350,23.50,73.00,-40.95
17-September-2020,2382.25,2414.55,2365.85,2408.45,2395.205643798580601554,17754,1205,42524481.00,2043,11.51,48.70,26.20
16-September-2020,2370.00,2389.95,2345.50,2382.25,2369.521624278166850964,16278,1466,38571073.00,5666,34.81,44.45,12.25
15-September-2020,2367.00,2393.10,2349.80,2364.50,2368.432729321190498544,21302,1612,50452354.00,2908,13.65,43.30,-2.50
14-September-2020,2327.30,2367.00,2325.00,2347.05,2343.695471801495049117,25551,2241,59883763.00,10329,40.42,42.00,19.75
11-September-2020,2265.00,2376.90,2265.00,2327.65,2331.481083546859228200,103032,6578,240217159.00,13360,12.97,111.90,62.65
10-September-2020,2260.00,2308.00,2241.15,2265.25,2274.330022096262849457,52045,3592,118367506.00,9084,17.45,66.85,5.25
9-September-2020,2269.00,2284.40,2220.00,2227.85,2254.098631337976718133,20531,2006,46278899.00,4879,23.76,64.40,-41.15
8-September-2020,2242.20,2299.00,2229.60,2274.65,2247.237987912223455668,89181,2389,200410931.00,64888,72.76,69.40,32.45
7-September-2020,2246.40,2271.80,2215.85,2233.65,2245.541908669473011136,18767,1615,42142085.00,1779,9.48,55.95,-12.75
4-September-2020,2204.00,2295.85,2204.00,2244.55,2260.162257256918600717,44337,2986,100208814.00,5324,12.01,91.85,40.55
3-September-2020,2234.00,2310.00,2210.60,2292.75,2263.615294072491395964,78161,5525,176926435.00,13031,16.67,99.40,58.75
2-September-2020,2168.00,2285.15,2102.20,2252.25,2186.206890439098653820,95901,7557,209659427.00,8517,8.88,182.95,84.25
1-September-2020,2090.00,2189.15,2090.00,2148.45,2144.523118016628418795,26581,2464,57003569.00,2290,8.62,99.15,58.45
31-August-2020,2175.00,2175.00,2076.60,2091.00,2131.067722135398971710,44151,3899,94088771.00,12340,27.95,98.40,-84.00
28-August-2020,2174.00,2182.70,2131.50,2170.15,2152.601305202095808383,42752,3005,92028011.00,8998,21.05,51.20,-3.85
27-August-2020,2088.00,2215.30,2076.50,2174.40,2140.339012240514064554,54001,2906,115580447.00,10934,20.25,138.80,86.40
26-August-2020,2100.00,2148.00,2069.10,2076.35,2101.103459684280177710,42316,2911,88910294.00,8539,20.18,78.90,-23.65
25-August-2020,2120.00,2130.80,2024.95,2113.50,2094.620083203885228632,56007,3857,117313387.00,12939,23.10,105.85,-6.50
24-August-2020,1978.05,2136.85,1977.40,2125.15,2084.158759601436351097,126153,6324,262922880.00,19558,15.50,159.45,147.10
21-August-2020,1976.00,2001.05,1964.80,1977.40,1978.421794991155385904,21482,1303,42500457.00,2710,12.62,36.25,1.40
20-August-2020,1925.00,1980.00,1915.00,1965.60,1954.494994186797571373,30964,2164,60518983.00,7661,24.74,65.00,40.60
19-August-2020,1927.90,1950.00,1920.00,1942.55,1936.937373017287471039,28055,1912,54340778.00,7673,27.35,30.00,14.65
18-August-2020,1880.00,1948.00,1879.00,1916.35,1919.659401799589432688,52123,3328,100058407.00,9867,18.93,69.00,36.35
17-August-2020,1888.95,1893.40,1844.00,1887.20,1877.627741632570930310,14909,1129,27993552.00,2304,15.45,49.40,-1.75
14-August-2020,1895.00,1916.80,1864.70,1869.45,1887.206721874724693859,22702,1435,42843367.00,2642,11.64,52.10,-25.55
13-August-2020,1866.00,1909.15,1866.00,1893.10,1889.581849172116321135,28748,1554,54321699.00,3288,11.44,43.15,27.10
12-August-2020,1885.00,1918.00,1856.25,1863.35,1881.549539914889824655,44883,2712,84449588.00,8782,19.57,61.75,-21.65
11-August-2020,1909.00,1909.00,1866.75,1884.25,1884.097788829894482156,14879,1087,28033491.00,1328,8.93,42.25,-24.75
10-August-2020,1887.75,1916.75,1867.60,1879.50,1890.045513189496040173,50381,4016,95222383.00,15721,31.20,49.15,-8.25
7-August-2020,1891.90,1895.30,1862.40,1871.05,1877.537795729948066935,25995,2208,48806595.00,4531,17.43,32.90,-20.85
6-August-2020,1864.00,1886.10,1843.30,1879.05,1870.024100639215103314,53816,3695,100637217.00,8356,15.53,42.80,15.05
5-August-2020,1825.00,1875.90,1814.50,1863.90,1848.258073480372082138,68372,4808,126369101.00,11438,16.73,61.40,38.90
4-August-2020,1753.50,1822.55,1752.35,1807.50,1795.535261037550358178,72729,4306,130587484.00,6521,8.97,70.20,54.00
3-August-2020,1730.00,1794.00,1720.50,1738.50,1765.766732126744864922,37682,2768,66537622.00,2532,6.72,73.50,8.50
31-July-2020,1779.80,1810.10,1715.05,1719.55,1759.755133008617459722,53380,4002,93935729.00,6090,11.41,95.05,-60.25
30-July-2020,1702.00,1780.95,1699.95,1768.45,1755.110219903892531127,55979,3635,98249315.00,11282,20.15,81.00,66.45
29-July-2020,1698.00,1715.00,1675.10,1683.40,1697.390681893412777226,12084,1218,20511269.00,1375,11.38,39.90,-14.60
28-July-2020,1692.00,1701.60,1665.85,1694.95,1684.850958622941642953,21437,2028,36118150.00,3506,16.35,35.75,2.95
27-July-2020,1726.00,1727.70,1656.40,1687.15,1682.782163169248872327,20396,1877,34322025.00,4194,20.56,71.30,-38.85
24-July-2020,1732.00,1752.00,1710.00,1725.40,1726.324506069983337300,16804,1298,29009157.00,1732,10.31,42.00,-6.60
23-July-2020,1685.00,1754.05,1685.00,1744.35,1734.561768039289761994,39705,3243,68870775.00,13670,34.43,69.05,59.35
22-July-2020,1731.00,1745.15,1673.50,1699.95,1700.990929156713935838,33073,3251,56256873.00,5484,16.58,71.65,-31.05
21-July-2020,1757.00,1781.50,1730.00,1745.25,1758.800236127508854781,21175,1763,37242595.00,3161,14.93,51.50,-11.75
20-July-2020,1743.00,1782.00,1742.50,1751.35,1759.319399037578518164,27223,2204,47893952.00,6994,25.69,39.50,8.35
17-July-2020,1719.90,1760.00,1681.80,1755.85,1736.826532754759238521,28576,2215,49631555.00,5784,20.24,78.20,35.95
16-July-2020,1722.00,1732.80,1673.30,1692.25,1702.213963196455955017,23476,1603,39961175.00,2567,10.93,59.50,-29.75
15-July-2020,1669.80,1732.15,1664.00,1719.95,1707.452152996471016442,63191,2957,107895609.00,9485,15.01,68.15,50.15
14-July-2020,1634.00,1665.00,1620.85,1651.90,1646.471318288433948944,43913,3102,72301495.00,12173,27.72,44.15,17.90
13-July-2020,1628.10,1648.05,1596.25,1635.20,1624.841691632125415520,48734,3930,79185035.00,10098,20.72,51.80,7.10
10-July-2020,1684.30,1684.30,1613.15,1620.75,1642.448768037695101600,50935,4296,83658128.00,13580,26.66,71.15,-63.55
9-July-2020,1695.00,1703.20,1663.05,1685.65,1682.103152113581256755,34231,2764,57580073.00,7435,21.72,40.15,-9.35
8-July-2020,1747.60,1774.50,1670.00,1693.55,1721.750149432157800358,20076,1609,34565856.00,4587,22.85,104.50,-54.05
7-July-2020,1737.05,1809.00,1720.95,1745.50,1772.480678347532551036,62210,4180,110266023.00,9747,15.67,88.05,8.45
6-July-2020,1740.00,1748.00,1718.00,1737.50,1733.284695778984039536,12343,1159,21393933.00,2236,18.12,30.00,-2.50
3-July-2020,1734.40,1753.55,1730.00,1737.30,1741.405704555129842486,9396,736,16362248.00,1516,16.13,23.55,2.90
2-July-2020,1695.05,1734.45,1695.05,1724.15,1715.735464275383280300,13828,997,23725190.00,1152,8.33,39.40,29.10
1-July-2020,1725.50,1745.05,1690.25,1695.45,1707.620065453057885048,19556,1424,33394218.00,4844,24.77,54.80,-30.05
