Date,Open,High,Low,Close,Adj Close,Volume
2022-05-19,3397.000000,3405.000000,3230.000000,3261.949951,3240.124268,4642963
2022-05-20,3310.000000,3313.899902,3270.050049,3293.000000,3270.966553,3065125
2022-05-23,3304.800049,3338.899902,3267.000000,3321.750000,3299.524170,2293690
2022-05-24,3315.149902,3324.850098,3275.600098,3288.000000,3266.000000,1711510
2022-05-25,3292.850098,3292.850098,3154.050049,3167.649902,3167.649902,3548046
2022-05-26,3191.000000,3241.500000,3180.550049,3226.949951,3226.949951,2813186
2022-05-27,3253.199951,3278.899902,3229.199951,3261.300049,3261.300049,3103153
2022-05-30,3297.000000,3386.600098,3286.350098,3375.250000,3375.250000,2094624
2022-05-31,3354.149902,3383.399902,3325.000000,3364.350098,3364.350098,4840965
2022-06-01,3388.000000,3388.000000,3340.050049,3355.199951,3355.199951,1493835
2022-06-02,3355.000000,3432.000000,3346.300049,3423.000000,3423.000000,2657939
2022-06-03,3459.399902,3477.300049,3431.199951,3440.149902,3440.149902,1913622
2022-06-06,3418.000000,3453.000000,3377.149902,3430.949951,3430.949951,1084210
2022-06-07,3401.050049,3418.850098,3356.000000,3362.699951,3362.699951,2308256
2022-06-08,3380.149902,3413.949951,3346.500000,3404.149902,3404.149902,2185707
2022-06-09,3385.000000,3437.000000,3353.100098,3427.100098,3427.100098,1279197
2022-06-10,3382.000000,3393.000000,3352.000000,3359.899902,3359.899902,1527582
2022-06-13,3290.000000,3293.000000,3192.449951,3219.600098,3219.600098,3030921
2022-06-14,3190.000000,3238.899902,3174.699951,3210.550049,3210.550049,2611493
2022-06-15,3218.500000,3234.000000,3201.000000,3206.300049,3206.300049,1404536
2022-06-16,3240.000000,3244.850098,3133.050049,3142.000000,3142.000000,2032028
2022-06-17,3092.000000,3118.750000,3023.850098,3088.899902,3088.899902,5240434
2022-06-20,3094.000000,3138.750000,3069.000000,3112.399902,3112.399902,1502769
2022-06-21,3130.000000,3237.750000,3125.399902,3211.949951,3211.949951,2964461
2022-06-22,3199.899902,3250.550049,3183.000000,3222.949951,3222.949951,3336315
2022-06-23,3222.949951,3318.000000,3222.949951,3308.800049,3308.800049,3692578
2022-06-24,3339.000000,3345.000000,3277.500000,3293.100098,3293.100098,2132118
2022-06-27,3350.000000,3362.899902,3306.500000,3314.699951,3314.699951,2037686
2022-06-28,3307.000000,3330.000000,3272.600098,3318.149902,3318.149902,1400046
2022-06-29,3271.000000,3333.000000,3271.000000,3290.500000,3290.500000,2133994
2022-06-30,3272.000000,3310.899902,3255.000000,3267.100098,3267.100098,2719603
2022-07-01,3260.000000,3333.000000,3252.050049,3315.100098,3315.100098,1502879
2022-07-04,3312.000000,3317.949951,3225.050049,3235.050049,3235.050049,2622535
2022-07-05,3255.000000,3272.000000,3206.949951,3216.300049,3216.300049,2170627
2022-07-06,3218.500000,3268.500000,3202.250000,3260.750000,3260.750000,2182144
